TIENDA_ID,AÑO,MES,VENTA_TOTAL
588,2023,2,928364.32
510,2023,4,928415.4
766,2024,1,928427.02
201,2024,3,928536.54
121,2024,4,928573.08
939,2023,4,928638.02
188,2023,8,928678.25
189,2023,6,928689.04
129,2023,7,928786.13
347,2023,9,928880.12
357,2024,7,928893
536,2024,3,928973.38
754,2024,6,928987.29
487,2023,4,929039.79
39,2023,8,929115.45
691,2023,6,929119.96
759,2024,3,929138.02
158,2023,1,929193.83
351,2024,1,929211.69
971,2024,3,929281.45
750,2023,12,929286.16
915,2023,2,929291.01
293,2023,2,929369.76
577,2024,6,929397.9
748,2023,5,929570.52
441,2023,9,929580.13
622,2023,10,929643.97
143,2024,3,929672.95
288,2023,6,929764.91
431,2023,3,929814.27
655,2024,7,929841.51
468,2023,11,930000.74
293,2023,11,930082.09
718,2023,7,930142.3
16,2023,10,930270.28
928,2024,6,930297.84
38,2023,5,930324.49
603,2023,9,930370.09
636,2023,5,930410.69
124,2024,11,930415.43
799,2023,5,930419.76
980,2024,6,930429.97
1055,2024,2,930438.84
178,2023,11,930467.13
682,2023,12,930468.14
468,2023,3,930543.58
635,2024,2,930544.99
131,2024,4,930617.22
631,2024,4,930618.16
253,2023,8,930652.05
205,2024,1,930663
610,2023,10,930691.15
242,2023,7,930717.66
761,2023,7,930760.36
245,2023,10,930784.23
373,2023,2,930796.26
180,2023,4,930842.58
1026,2024,4,930887.37
235,2023,12,930956.51
20,2024,3,930985.91
1031,2023,3,931064.53
399,2024,3,931115.88
501,2024,2,931123.95
536,2024,4,931173.08
442,2024,4,931181.13
626,2023,7,931291.04
884,2023,1,931339.5
992,2024,5,931350.88
577,2024,3,931357.66
410,2024,6,931433.92
908,2023,5,931450.55
627,2023,8,931451.98
44,2024,4,931453.27
1015,2023,7,931485.16
804,2024,5,931606.69
634,2024,3,931614.29
506,2024,1,931620.96
441,2023,3,931629.46
968,2024,6,931638.49
674,2024,2,931640.47
785,2023,11,931643.99
519,2024,1,931778.76
95,2023,11,931916.19
380,2024,4,931981.61
564,2023,2,932072.09
599,2023,10,932106.5
340,2023,6,932118.79
546,2024,2,932123.16
945,2023,2,932124.13
555,2023,11,932150.21
773,2023,1,932228.55
730,2024,11,932299.04
338,2023,6,932315.5
202,2023,12,932380.66
792,2024,11,932411.37
783,2024,3,932464.69
1027,2023,8,932482.14
137,2023,10,932519.45
792,2024,7,932528.47
747,2023,6,932537.6
476,2024,3,932637.1
937,2023,3,932668.13
735,2023,2,932746.25
786,2024,7,932783.77
1049,2023,3,932793.75
971,2023,5,932824.02
638,2024,4,932862.28
626,2024,6,932948.41
930,2024,2,933046.45
153,2023,3,933222.1
951,2023,1,933385.16
681,2023,8,933392.82
59,2024,11,933517.78
288,2023,8,933536.34
700,2024,5,933578.39
593,2023,3,933623.61
941,2024,3,933642.02
928,2023,12,933707.61
229,2023,12,933896.26
542,2024,11,933970.46
69,2023,10,934057.05
44,2024,3,934058.92
502,2024,11,934065.6
896,2024,2,934115.63
485,2023,3,934143
152,2024,2,934158.93
70,2024,11,934296.97
495,2024,5,934304.98
366,2024,1,934336.04
198,2023,6,934408.92
303,2023,2,934503.11
928,2023,3,934523.79
985,2023,8,934566.04
60,2023,4,934599.53
750,2024,3,934732.6
596,2024,2,934765.49
806,2024,3,934851.79
288,2024,7,934855.87
168,2023,1,934912.25
478,2023,11,934920.02
561,2023,4,934924.51
985,2023,9,934994.34
154,2023,7,935047.98
745,2023,9,935074.13
17,2023,9,935106.84
112,2023,1,935121.79
48,2023,11,935136.21
306,2023,6,935141.57
294,2023,11,935154.5
752,2023,4,935165.39
338,2023,10,935214.17
103,2023,4,935271.24
227,2023,2,935300.35
121,2024,6,935302.87
733,2024,1,935318.55
7,2023,8,935328.62
704,2024,2,935329.12
42,2023,6,935374.25
590,2024,1,935539.28
779,2023,8,935593.87
587,2023,8,935642.22
26,2023,6,935705.88
589,2023,11,935780.97
280,2024,7,935800.21
263,2024,11,935833.97
610,2024,3,935870.36
22,2023,7,936056.93
976,2024,7,936096.16
771,2023,2,936096.77
16,2024,11,936097.44
403,2023,2,936269.02
358,2023,9,936276.77
401,2023,1,936304.86
762,2023,7,936320.11
57,2023,12,936349.22
705,2023,4,936369.41
387,2024,11,936381.7
944,2023,2,936392.32
787,2024,6,936448.52
402,2023,2,936512.3
952,2023,1,936538.12
509,2023,9,936656.08
417,2023,8,936693.34
675,2023,8,936755.23
889,2024,6,936822.1
599,2024,1,936843.93
225,2024,5,936924.22
342,2024,3,936945.08
664,2023,8,936949.32
506,2024,7,936983.29
523,2024,4,937004.07
411,2023,9,937127.06
221,2024,12,937136.38
1009,2024,11,937138.11
920,2024,6,937159.81
47,2023,12,937163.29
723,2023,8,937174.66
704,2024,11,937232.3
492,2023,6,937324.93
667,2023,5,937357.26
610,2024,4,937468.3
244,2024,4,937485.51
362,2023,3,937557.62
329,2023,12,937629.4
30,2024,1,937629.41
288,2024,6,937651.86
645,2023,11,937652.14
759,2024,1,937814.52
1031,2023,6,937934.89
1038,2024,3,937957.22
921,2023,10,937968.48
592,2024,5,937980.35
344,2023,6,937984.32
441,2024,7,938091.05
908,2023,11,938136.66
603,2023,8,938142.48
283,2024,11,938205.16
597,2023,12,938228.18
328,2023,9,938262.12
242,2023,9,938287.62
528,2024,7,938350.46
968,2023,8,938492.57
469,2024,1,938529.85
702,2023,12,938594.57
991,2023,8,938608.99
202,2023,3,938632.6
568,2023,5,938638.07
246,2023,8,938640.78
47,2024,4,938662.7
431,2024,3,938667.03
28,2023,12,938696.52
856,2024,7,938707.12
431,2023,1,938735.13
821,2024,7,938755.32
733,2023,6,938810.75
986,2023,11,938821.87
685,2023,4,938862.48
643,2024,4,938976.1
640,2024,5,939003.26
596,2023,10,939062.73
465,2023,10,939067.19
599,2023,5,939067.92
727,2023,5,939088.52
631,2024,3,939166.14
27,2024,7,939169.15
70,2023,1,939194.82
216,2023,3,939212.52
351,2023,7,939250.54
12,2023,4,939328.32
1001,2023,3,939423.57
802,2024,6,939474.07
1024,2024,4,939477.89
774,2023,1,939499.8
783,2023,12,939659.6
593,2023,9,939741.2
423,2023,2,939744.5
405,2023,7,939771.59
670,2024,6,939782.99
990,2023,11,939835.63
305,2023,4,939891.36
368,2024,2,939922.54
1031,2023,12,940001.3
597,2023,11,940061.93
321,2023,4,940068.7
172,2023,11,940076.81
321,2024,4,940110.48
62,2024,3,940167.52
280,2023,6,940203.07
883,2024,2,940215.58
7,2023,5,940253.71
406,2023,4,940269.97
42,2023,7,940327.13
725,2024,1,940333.16
453,2023,5,940338.74
715,2024,6,940372.62
798,2024,5,940388.83
366,2023,6,940405.34
70,2024,1,940431.87
651,2023,2,940432.6
108,2024,4,940608.33
171,2024,4,940751.15
515,2024,11,940858.79
438,2023,5,940888.08
7,2023,12,940907.22
510,2023,2,940966.65
1027,2024,1,941016.96
478,2024,2,941043.83
420,2024,3,941089.18
520,2023,2,941119.64
802,2024,5,941173.95
759,2024,11,941221.67
731,2023,6,941287.31
244,2024,7,941318.9
734,2023,11,941345.75
940,2023,2,941357.5
618,2024,5,941477.27
362,2023,10,941482.63
928,2023,5,941496.17
610,2023,3,941594.14
305,2023,12,941616.1
896,2023,4,941650.59
420,2024,1,941721.84
518,2023,2,941778.32
650,2023,8,941780.78
267,2023,12,941792.82
785,2023,5,941804.27
1009,2024,3,941844.74
469,2024,3,941905.27
545,2023,8,941963.14
122,2023,1,942037.26
118,2024,3,942106.81
452,2023,6,942114.88
578,2024,2,942192.61
727,2023,4,942193.21
475,2024,2,942194.45
89,2024,6,942220.72
7,2023,6,942275.14
523,2023,11,942297.64
590,2024,6,942388.28
263,2023,3,942492.3
388,2023,6,942506.51
577,2023,7,942527.42
247,2023,3,942562.51
53,2024,11,942621.01
691,2024,7,942641.06
1031,2023,8,942672.77
561,2023,12,942698.38
286,2023,8,942704.43
329,2024,6,942769.96
610,2023,7,942813.87
690,2023,10,942884.7
203,2023,5,942897.83
481,2024,3,942900.48
8,2023,11,942947.6
519,2024,6,942969.21
153,2023,4,943020.56
99,2023,11,943080.27
242,2023,8,943099.09
621,2024,5,943108.17
197,2023,10,943125.75
817,2024,1,943205.38
481,2023,8,943256.68
14,2023,10,943382.89
592,2024,6,943613.58
502,2024,1,943617.92
28,2024,4,943637.88
254,2023,12,943657.77
279,2024,2,943741.2
279,2024,1,943744.46
127,2023,12,943783.87
613,2023,4,943807.61
298,2023,3,943863.71
472,2024,5,943891.03
469,2023,5,943896.48
41,2023,3,943911.64
685,2023,9,943912.37
946,2023,1,943949.92
762,2023,5,943995.86
675,2023,9,944111.99
124,2024,1,944201.62
935,2023,7,944280.46
593,2023,8,944295.76
941,2023,10,944364.23
60,2023,3,944467.83
769,2023,11,944486.11
652,2024,5,944494.99
180,2023,11,944508.27
986,2023,4,944574.46
145,2023,2,944585.34
500,2024,11,944626.6
969,2023,9,944632.23
424,2023,7,944656.88
756,2024,5,944664.75
268,2023,1,944680.37
169,2023,1,944683.22
143,2024,4,944702.35
809,2024,7,944784.73
451,2024,5,944813.63
54,2023,10,944879.81
57,2023,3,944927.02
366,2023,7,944942.17
733,2024,3,944949.37
103,2023,5,945006.98
14,2023,5,945081.25
76,2023,9,945170.21
755,2024,2,945184.87
610,2023,12,945295.18
603,2024,4,945296.43
479,2023,3,945339.93
366,2024,6,945361.55
985,2023,6,945566.28
381,2023,6,945583.29
682,2023,10,945641.65
638,2023,7,945653.18
928,2023,4,945665.76
352,2023,2,945732.81
465,2023,12,945769.09
479,2023,7,945807.75
809,2024,5,945871.91
756,2023,9,945902.86
1038,2024,4,946015.78
1052,2023,2,946039.63
202,2023,4,946113.79
633,2023,1,946178.87
45,2024,1,946229.95
254,2023,5,946244.85
411,2024,7,946247.37
97,2024,3,946449.51
1012,2023,6,946511.32
213,2024,2,946534.17
996,2023,3,946544.09
216,2023,11,946783.27
22,2023,12,946857.11
878,2024,6,946898.01
519,2024,4,947007.28
620,2023,6,947056
1012,2023,8,947063.21
689,2024,2,947082.18
762,2024,6,947084.8
133,2023,2,947127.36
268,2023,2,947146.23
593,2024,4,947236.9
838,2024,5,947245.79
603,2023,7,947252.71
294,2023,3,947316.09
682,2023,5,947389.7
691,2023,8,947396.79
1027,2023,6,947398.59
112,2024,2,947516.03
329,2024,7,947612.03
129,2024,11,947689.14
1026,2023,12,947694.56
488,2023,9,947829.3
2,2023,12,947925.16
536,2024,1,947937.13
415,2024,1,947946.57
576,2024,5,947969.98
218,2024,12,948006.96
168,2023,12,948034.42
263,2023,4,948049.34
897,2023,4,948055.54
442,2023,5,948056.31
519,2024,3,948057.13
750,2023,5,948083.15
2,2024,1,948089.77
1052,2023,1,948394.28
991,2023,7,948429.12
245,2024,1,948456.27
452,2023,7,948459.12
910,2023,11,948480.45
8,2024,1,948525.45
399,2024,1,948563.28
99,2023,2,948664.23
633,2024,6,948741.44
928,2023,7,948762.46
567,2024,12,948818.45
586,2024,7,948834.86
254,2024,3,948859.58
477,2023,10,948892.67
790,2024,5,948939.97
76,2024,4,949036.11
178,2023,9,949177.97
26,2023,9,949218.65
253,2023,2,949221.21
440,2023,4,949228.09
129,2024,4,949281.19
238,2023,7,949346.14
681,2023,7,949354.86
889,2024,7,949365.64
643,2023,4,949387.48
363,2024,2,949482.87
370,2024,2,949523.53
979,2023,4,949581.3
1024,2023,10,949669.64
778,2023,4,949816.51
578,2023,10,949829.89
582,2023,2,949830.54
118,2024,4,949852.24
283,2024,1,950000.59
299,2024,5,950106.95
603,2024,3,950119.01
613,2024,2,950198.15
666,2023,4,950364.5
678,2023,5,950414.3
131,2023,7,950472.7
650,2023,4,950569.71
227,2023,1,950570.98
762,2023,6,950656.09
582,2023,1,950669.87
714,2024,3,950688.95
1027,2024,4,950869.37
112,2024,11,950925.26
381,2023,9,951009.94
587,2024,4,951041.78
1021,2024,3,951055.93
1026,2024,11,951067.74
639,2024,11,951168.22
723,2024,1,951204.63
723,2023,7,951206.16
442,2023,10,951221.78
252,2024,1,951278.26
771,2024,7,951297.85
454,2024,5,951300.17
475,2024,4,951324.08
188,2023,9,951424.48
526,2023,6,951453.15
54,2024,11,951482.3
841,2024,2,951526.96
298,2023,7,951610.05
103,2024,11,951617.26
777,2023,3,951802.27
836,2024,6,951858.57
689,2023,11,951888
1038,2024,1,951912.83
267,2023,7,951969.77
454,2023,6,951995.54
357,2023,2,952006.64
1005,2023,2,952025.62
23,2023,7,952112.3
490,2023,7,952131.2
941,2023,4,952171.33
402,2023,1,952176.64
481,2024,4,952177.44
482,2024,11,952180.32
457,2023,6,952239.48
431,2024,7,952370.09
667,2023,4,952380.42
723,2024,3,952392.93
170,2024,1,952480.21
706,2023,6,952600.85
3,2023,9,952603
299,2023,10,952687.87
465,2024,6,952700.22
460,2023,5,952729.42
661,2024,5,952772.78
311,2023,1,952791.18
969,2024,7,952792.89
706,2023,8,952828.66
761,2024,5,952874.78
883,2023,11,952890.81
668,2023,3,952899.71
625,2023,10,952915.97
624,2023,2,952996.8
643,2023,12,953046.03
980,2024,5,953080.7
655,2023,9,953087.27
497,2023,2,953102.84
583,2023,5,953154.07
969,2024,6,953193.82
418,2023,2,953199.09
440,2023,3,953209.69
361,2024,1,953242.21
992,2024,7,953278.32
1001,2023,4,953303.48
267,2024,1,953459.72
951,2023,3,953474.17
728,2024,2,953514.62
20,2024,4,953592.87
714,2024,4,953752.16
675,2024,7,953770.13
278,2023,11,953803.1
1001,2024,2,953883.89
438,2023,11,953969.32
727,2023,10,954025.53
129,2023,8,954163.08
575,2023,11,954173.37
674,2023,3,954205.07
318,2024,11,954360.19
352,2024,11,954429.91
1052,2023,4,954469.91
97,2023,12,954476.85
491,2023,1,954487.74
692,2024,2,954532.6
750,2023,10,954563.4
344,2024,4,954576.71
2,2023,6,954589.56
699,2024,5,954591.83
432,2023,1,954794.52
201,2024,4,954858.61
616,2024,5,954904.53
114,2023,1,954982.34
366,2023,12,955094.55
999,2024,7,955291.22
655,2023,7,955368.44
807,2023,4,955487.18
170,2024,2,955502.68
417,2023,6,955654.82
601,2023,9,955724.43
674,2023,9,955906.81
890,2023,8,955949.71
917,2023,1,955974.21
124,2023,2,956051.09
1021,2023,1,956055.53
108,2024,11,956096.36
538,2024,11,956141.62
991,2023,6,956149.91
415,2023,3,956158.83
912,2023,1,956178.46
431,2023,5,956182.58
482,2023,1,956219.34
606,2024,5,956357.17
299,2023,12,956394.81
477,2023,12,956412.27
530,2024,1,956437.5
44,2024,7,956513.36
993,2024,2,956521.32
252,2023,12,956557.06
749,2024,7,956584.74
83,2023,3,956651.49
499,2024,5,956709.79
875,2023,5,956784.1
1031,2024,5,956817.95
165,2023,1,956855
344,2024,3,956900.7
163,2023,9,957074.13
710,2024,1,957213.58
127,2024,1,957215.52
414,2023,2,957222.5
645,2023,10,957236.45
205,2023,5,957277.51
754,2023,9,957366.9
426,2023,5,957424.62
252,2024,2,957456.21
891,2023,3,957573.42
1021,2024,1,957600.22
884,2024,11,957602.27
137,2024,7,957652.81
731,2023,7,957674.72
1031,2023,5,957729.78
736,2023,3,957751.71
952,2023,11,957774.42
548,2023,2,957801.98
118,2023,5,957865.67
945,2023,1,957870.06
363,2023,10,957876.5
628,2024,5,957880.93
434,2024,5,957938.54
273,2023,2,957941.59
769,2023,10,958053.39
1033,2023,1,958213.26
723,2024,11,958252.83
405,2023,6,958342.04
128,2023,8,958446.05
936,2024,1,958483.23
417,2024,6,958504.74
1049,2024,2,958522.52
1027,2024,11,958626.63
618,2023,8,958694.1
241,2023,4,958698.12
472,2024,11,958747.92
332,2024,4,958867.12
690,2024,1,958936.68
951,2023,4,959021.27
728,2024,6,959029.15
511,2024,5,959086.87
582,2024,4,959091.42
510,2023,1,959107.53
546,2024,11,959178.74
2,2024,3,959372.49
1012,2023,7,959389.12
108,2023,8,959448.96
875,2023,8,959482.49
932,2023,11,959566.4
131,2023,6,959570.27
577,2024,7,959602.2
899,2023,2,959606.26
718,2024,7,959682.08
970,2024,4,959735.17
882,2023,2,959785.25
263,2023,8,959821.59
366,2024,3,959839.46
986,2023,3,959857.67
561,2023,8,959894.3
555,2023,1,959978.93
505,2023,9,960036.64
963,2024,1,960036.66
448,2023,12,960059.65
980,2024,7,960090.79
518,2023,1,960096.43
583,2023,12,960158.97
83,2023,5,960199.01
725,2024,3,960282.77
81,2024,2,960298.64
478,2023,2,960360.95
89,2023,9,960429.97
550,2023,1,960446.46
178,2024,3,960523.36
505,2024,3,960555.31
932,2024,11,960578.23
73,2023,8,960588.86
476,2023,7,960608.01
153,2023,12,960649.53
510,2024,7,960699.57
545,2023,7,960757.18
391,2023,1,960782.37
69,2023,3,960797.64
890,2023,6,960814.87
230,2023,3,960897.25
839,2024,4,960937.26
718,2024,6,960944.93
351,2024,4,960955.1
68,2024,2,960966.98
25,2024,4,960997.22
620,2024,5,961067.77
30,2023,4,961086.31
432,2023,11,961127.47
145,2024,2,961133.9
513,2023,1,961171.44
501,2023,1,961179.51
553,2023,1,961219.86
476,2024,4,961235.38
530,2023,9,961269.9
1015,2024,1,961271.35
67,2024,5,961280.36
968,2023,6,961291.9
208,2024,11,961349.93
704,2023,3,961422.62
758,2024,6,961429.15
54,2024,2,961435.72
588,2023,1,961462.44
279,2023,11,961466.62
1053,2024,5,961477.07
454,2023,8,961542.02
248,2023,5,961552.09
938,2024,2,961634.14
939,2024,3,961645.4
361,2023,4,961693.58
492,2024,4,961700.66
299,2024,7,961718.81
889,2023,6,961735.92
733,2023,7,961758.97
605,2023,5,961832.77
723,2024,4,961986.77
432,2024,2,962025.49
126,2023,11,962152.39
592,2024,7,962212.48
368,2023,4,962273.77
771,2024,4,962292.49
758,2023,8,962314.37
390,2023,1,962322.11
28,2024,3,962339.49
802,2024,11,962363.99
564,2023,11,962409
417,2023,7,962422.59
305,2023,10,962457.53
379,2024,1,962462.4
448,2023,10,962559.44
81,2023,3,962602.98
74,2024,5,962709.36
34,2023,4,962773.32
60,2024,7,962891.52
131,2023,9,962925.48
928,2023,8,962952.54
779,2024,3,962962.14
1045,2023,10,963022.15
97,2024,7,963030.16
667,2024,1,963033.53
169,2023,2,963060.99
587,2024,3,963074.07
42,2023,8,963360.37
758,2023,6,963362.58
362,2024,1,963455.59
485,2024,2,963579.64
747,2023,9,963587.8
178,2023,12,963599.56
702,2023,10,963629.7
45,2023,9,963799.77
414,2023,1,963807.83
928,2024,4,963818.36
164,2023,11,963891.96
254,2023,4,964014.07
288,2023,7,964047.05
143,2023,12,964074.2
23,2023,6,964103.27
813,2023,6,964109.84
129,2024,3,964159.23
1000,2023,3,964184.02
438,2023,6,964225.44
13,2023,4,964274.42
151,2023,7,964279.42
410,2023,11,964390.32
497,2023,1,964566.12
1026,2023,9,964577.42
170,2023,8,964610.71
1055,2023,4,964615.91
1000,2023,10,964622.94
28,2024,1,964695.03
304,2024,3,964715.41
26,2023,8,964856.4
796,2023,11,964957.28
666,2023,3,965124.42
149,2023,2,965144.87
938,2023,1,965155.6
90,2023,11,965191.21
530,2023,8,965284.12
73,2023,6,965335.26
53,2024,2,965378.15
1022,2023,12,965380.32
506,2023,2,965398.14
253,2023,3,965415.87
1042,2023,3,965436.84
442,2023,6,965486.62
728,2023,11,965501.67
1024,2024,3,965507.43
329,2023,5,965561.08
351,2023,12,965562.56
671,2023,2,965614.57
170,2023,12,965618.49
456,2024,1,965619.52
338,2023,11,965747.45
490,2023,9,965834.82
20,2023,1,965837.79
446,2023,1,965910.04
951,2023,12,965943.87
235,2023,5,965973.2
52,2024,7,965975.81
789,2024,3,965983.5
305,2023,3,966035.99
1024,2023,12,966050.1
700,2023,9,966297.07
320,2023,1,966333.28
248,2023,8,966507.73
247,2023,10,966629.61
231,2023,2,966655.21
839,2024,3,966700.91
450,2023,2,966747.2
305,2024,11,966790.77
30,2023,11,966791.22
431,2023,4,967056.8
575,2023,1,967070.41
427,2023,1,967103.32
731,2024,6,967188.82
1031,2023,10,967372.63
877,2023,2,967388.42
151,2023,9,967426.52
920,2024,7,967572.87
1038,2023,8,967598.77
1022,2024,3,967603.42
213,2023,2,967612.41
577,2023,6,967637.02
883,2024,11,967658.86
976,2024,5,967672.11
611,2023,1,967705.98
597,2023,2,967789.4
1046,2023,2,967805.13
1003,2023,11,967844.76
481,2024,7,967855.62
697,2024,3,967915.26
548,2024,2,967920.68
368,2024,1,967922.96
515,2023,10,967928.9
601,2024,5,967968.36
766,2023,5,967977.49
967,2023,3,968000.82
7,2024,7,968020.36
990,2023,10,968103.14
131,2023,8,968154.21
335,2024,3,968155.66
643,2024,7,968191.61
685,2023,8,968193.92
500,2023,5,968226.01
1049,2023,11,968284.23
362,2023,4,968389.15
975,2023,3,968403.37
127,2024,7,968426.05
979,2024,2,968446.58
1045,2023,5,968586.19
582,2024,3,968599.21
168,2024,1,968605.28
954,2023,2,968735.96
806,2023,12,968782.56
377,2023,5,968824.02
890,2023,7,968874.21
692,2023,4,968876.82
633,2023,2,968933.59
97,2024,6,968997.79
46,2023,7,969032.18
34,2023,3,969090.24
30,2024,11,969182.82
38,2024,3,969219.25
917,2024,1,969293.71
410,2023,10,969346.79
496,2023,1,969414.34
453,2024,4,969572.31
682,2024,4,969621.38
197,2024,1,969626.45
645,2024,4,969707.01
95,2024,11,970007.93
181,2024,12,970039.18
563,2023,4,970096.75
750,2023,7,970148.39
288,2023,9,970152.6
796,2023,7,970268.07
468,2023,6,970290.6
60,2024,1,970450.71
786,2024,6,970645.35
879,2024,5,970761.21
122,2023,2,970858.87
769,2023,5,970892.09
674,2024,11,970986.89
510,2024,3,971011.86
563,2024,6,971014.22
1027,2023,7,971203.11
386,2024,5,971214.39
1031,2023,7,971254.75
149,2023,1,971344.53
481,2024,11,971408.26
590,2024,7,971425.26
991,2023,9,971490.51
501,2023,10,971500.75
762,2024,4,971508.61
506,2024,6,971509.26
41,2024,6,971565.9
8,2023,6,971592.03
201,2024,1,971621.15
283,2024,3,971621.54
163,2023,6,971735.44
758,2023,7,971756.75
1033,2023,3,971787.59
114,2023,2,971803.69
475,2024,11,971920.75
241,2024,3,972019.74
22,2023,10,972029.66
527,2023,9,972178.17
1049,2023,4,972218.72
178,2023,3,972310.31
205,2024,2,972327.6
487,2024,4,972360.52
70,2023,3,972381.61
410,2023,7,972425.24
424,2023,8,972584.59
470,2023,7,972632.49
321,2024,6,972715.71
728,2023,5,972799.64
479,2024,6,972810.7
423,2023,1,972812.86
93,2023,9,972837.57
12,2023,10,972879.52
655,2024,4,972898.54
118,2023,12,972899.05
750,2024,4,972929.31
23,2024,3,972975.26
60,2024,6,973095.8
1025,2023,3,973136.43
59,2023,5,973162.1
299,2024,1,973168.68
431,2023,10,973261.7
806,2024,4,973283.41
543,2023,1,973295.3
420,2023,5,973299.98
264,2023,9,973311.17
792,2024,5,973377.69
344,2024,7,973385.19
470,2023,9,973421.84
565,2024,11,973617.96
369,2023,1,973675.76
369,2023,2,973692.06
39,2023,7,973727.95
777,2024,3,973768.91
11,2024,5,973856.48
375,2023,11,973960.13
573,2024,6,973966.67
710,2024,5,973969.62
651,2023,1,973979.23
666,2023,10,974172.94
153,2023,5,974240.81
139,2023,2,974279.48
921,2023,3,974282.49
518,2023,11,974322.12
449,2023,4,974327.13
264,2024,5,974361.77
420,2023,4,974368.4
587,2024,6,974421.23
639,2023,3,974446.49
23,2024,6,974522.31
462,2024,5,974532.15
889,2023,7,974536.36
34,2024,2,974570.07
1024,2023,5,974585.54
587,2023,7,974709.11
247,2023,8,974887.97
263,2023,12,974993.5
703,2023,3,975059.73
1031,2024,1,975076.9
1004,2024,11,975159.55
678,2023,10,975160.91
406,2023,10,975177.58
317,2023,2,975181.06
170,2023,7,975255.56
998,2024,2,975345.47
497,2023,11,975476.43
671,2024,11,975500.34
39,2023,6,975567.44
681,2023,9,975612.62
718,2023,8,975681.01
915,2023,1,975855.41
726,2023,11,975919.05
453,2023,8,976012.83
987,2024,6,976036.03
610,2024,6,976046.11
715,2023,9,976206.67
638,2024,11,976217.79
625,2023,3,976226.83
798,2024,7,976227.83
361,2024,4,976328.39
48,2023,1,976371.4
528,2024,6,976372.44
475,2023,5,976443.3
375,2024,2,976449.69
229,2023,3,976556.07
127,2024,4,976667.69
357,2023,1,976747.26
621,2023,9,976784.25
610,2024,7,976791.92
759,2024,4,976852.62
527,2023,12,976878.15
54,2024,1,976884.33
760,2024,2,976907.05
634,2023,3,976979.48
475,2023,4,977220.94
388,2023,8,977341.5
78,2024,11,977388.57
886,2024,4,977398.91
1033,2023,10,977400.99
70,2023,11,977456.13
542,2024,2,977467.2
513,2023,3,977692.38
442,2023,8,977775.11
12,2023,5,977778.44
653,2023,7,977823.84
785,2023,10,977847.02
476,2023,6,977873.56
78,2024,7,977916.43
451,2023,9,978059.2
706,2023,7,978074.24
1053,2024,6,978110.28
785,2024,2,978119.1
22,2024,4,978182.7
47,2023,8,978190.97
681,2024,3,978234.33
725,2024,11,978249.89
306,2024,5,978289.5
2,2024,4,978336.28
282,2023,2,978348.39
890,2024,6,978392.05
990,2023,5,978454.18
332,2024,6,978605.63
645,2024,1,978608.08
875,2024,6,978621.94
458,2024,5,978655.98
664,2024,6,978663.67
542,2023,11,978740.62
530,2023,7,978778.91
152,2024,11,978823.55
929,2024,2,978842.7
377,2024,4,978900.22
750,2023,6,978966.85
678,2024,4,978970.59
531,2023,9,978973.28
274,2023,4,978975.68
635,2023,4,978983.84
118,2024,6,979044.28
47,2023,9,979117.57
884,2024,3,979128.49
363,2024,11,979161.71
315,2023,1,979221.21
126,2024,7,979241.65
857,2024,7,979244.17
1004,2024,2,979251.83
344,2024,6,979255.53
406,2023,3,979256.2
988,2023,1,979353.77
379,2023,4,979359.49
748,2023,3,979369.03
242,2024,11,979448.21
202,2024,11,979452.31
263,2024,7,979467.86
410,2024,5,979500.42
315,2023,11,979585.6
624,2023,1,979799.2
758,2024,7,979828.25
469,2023,10,979865.47
929,2023,6,979908.07
563,2023,11,979920.19
468,2024,7,979928.52
216,2024,2,980029.33
202,2023,10,980052.84
1051,2023,1,980061.89
807,2024,2,980288.78
1049,2023,1,980299.86
57,2024,2,980353.08
326,2024,2,980369.13
286,2023,6,980396
1040,2023,1,980427.76
779,2024,4,980436.11
609,2023,3,980437.59
692,2023,12,980446.52
83,2023,11,980505.18
741,2023,5,980525.32
166,2024,2,980607.46
338,2023,5,980609.11
404,2023,2,980626.22
229,2024,11,980640.09
188,2024,5,980799.18
970,2024,3,980866.44
150,2023,7,981061.41
587,2023,9,981084.14
715,2023,7,981139.73
503,2023,8,981167.77
2,2023,9,981210.96
501,2023,4,981221.37
366,2023,8,981244.04
131,2024,7,981244.73
178,2024,1,981303.46
274,2023,12,981333.87
676,2023,2,981466.41
114,2023,11,981469.11
294,2024,11,981503.57
280,2023,8,981591.48
34,2024,1,981664.41
704,2023,11,981676
752,2023,12,981817.42
932,2024,2,981868.27
728,2024,7,981887.1
178,2024,2,981969.6
433,2024,5,981972.71
164,2023,5,982114.72
150,2023,6,982141.62
706,2023,9,982161.07
340,2024,11,982167.15
1047,2023,2,982171.95
456,2024,11,982193.87
357,2024,4,982200.23
1026,2023,6,982250.1
921,2023,4,982264.59
36,2023,2,982299.13
627,2023,7,982318.83
734,2024,1,982424.27
1011,2023,1,982443.26
379,2023,12,982549.29
1045,2024,4,982592.7
361,2023,5,982605.43
1009,2024,6,982623.88
151,2023,8,982639.19
307,2023,2,982663.41
164,2024,11,982670.11
731,2023,8,982689.94
448,2024,11,982700.54
446,2023,2,982714.09
536,2023,8,982720.85
35,2023,8,982740.51
939,2023,5,982773.7
890,2024,7,982785.68
517,2024,5,982813.57
1001,2024,4,982827.68
18,2023,3,982910.7
707,2024,11,982948.35
764,2023,11,983025.35
253,2023,9,983045.18
