TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,Exito
35,6,C,Receso,96.0,24.8626,-99.57939,Parada Técnica,UT_CARRETERA_GAS,TRAIN,85.7
51,6,D,Base,110.27,24.85599,-99.53781,Hogar Reunión,UT_GAS_URBANA,TRAIN,90.5
59,6,CD,Base,142.67,25.25199,-99.70225,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
36,6,C,Hogar,109.93,25.1755,-99.83795,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
49,6,C,Receso,109.0,25.39686,-100.13477,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
48,6,C,Hogar,99.74,25.19349,-99.83942,Parada Técnica,UT_GAS_URBANA,TRAIN,95.2
47,6,C,Hogar,79.57,24.86497,-99.561,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,95.2
46,6,C,Hogar,106.51,25.58484,-99.98952,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.2
38,6,C,Receso,105.05,25.6076,-99.64965,Parada Técnica,UT_CARRETERA_GAS,TRAIN,95.2
42,6,D,Hogar,92.84,25.57826,-100.02549,Hogar Reunión,UT_DENSIDAD,TRAIN,85.7
41,6,C,Base,83.13,25.45995,-99.99653,Parada Técnica,UT_CARRETERA_GAS,TRAIN,95.2
39,6,C,Receso,91.34,25.71129,-99.25392,Parada Técnica,UT_CARRETERA_GAS,TRAIN,85.7
71,6,C,Base,100.28,25.58097,-100.00314,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,95.2
23,6,C,Receso,95.0,24.88103,-99.58133,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,95.2
77,6,C,Hogar,108.36,25.22275,-99.93358,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
75,6,C,Receso,104.8,24.86431,-99.57059,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,100.0
24,6,BC,Receso,93.0,25.18881,-99.82257,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,90.5
25,6,C,Base,95.0,25.18958,-99.85066,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,85.7
74,6,C,Base,102.85,25.58452,-100.00093,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,85.7
73,6,C,Base,104.45,25.59638,-100.02602,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
72,6,CD,Receso,103.84,25.60005,-99.99983,Parada Técnica,UT_CARRETERA_GAS,TRAIN,100.0
79,6,CD,Base,106.62,24.8547,-99.56993,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
26,6,C,Base,89.0,24.86496,-99.56645,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,95.2
27,6,C,Base,101.0,25.18924,-99.8317,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,85.7
66,6,C,Hogar,78.81,25.18693,-99.82255,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
65,6,C,Hogar,103.01,24.8592,-99.55032,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
64,6,C,Receso,105.75,25.58841,-100.00187,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,85.7
277,6,C,Receso,105.66,25.27453,-100.01677,Parada Técnica,UT_CARRETERA_GAS,TRAIN,95.2
28,6,CD,Hogar,108.0,25.57477,-99.97964,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
61,6,CD,Base,106.78,25.79335,-99.17981,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
29,6,C,Receso,95.0,25.19407,-99.83954,Oficinistas,UT_DENSIDAD,TRAIN,75.0
837,6,C,Peatonal,56.2,25.59165,-100.00124,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,63.6
218,6,BC,Hogar,128.5,25.43097,-100.15274,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
215,6,CD,Receso,109.4,24.86443,-99.57326,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0
219,6,BC,Hogar,119.2,25.4797,-100.17906,Parada Técnica,UT_CARRETERA_GAS,TRAIN,81.8
213,6,BC,Receso,105.66,25.41392,-100.14064,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,95.2
209,6,CD,Receso,108.65,25.26578,-100.00734,Hogar Reunión,UT_CARRETERA_GAS,TRAIN,100.0
208,6,BC,Base,55.0,25.49461,-100.18759,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
206,6,BC,Receso,107.0,25.45105,-100.16215,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,95.2
205,6,BC,Receso,108.87,25.42426,-100.15199,Oficinistas,UT_CARRETERA_GAS,TRAIN,95.2
232,6,C,Receso,125.0,25.60058,-99.97002,Parada Técnica,UT_CARRETERA_GAS,TRAIN,100.0
793,6,C,Base,109.4,25.1903,-99.8164,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,71.4
815,6,C,Receso,114.34,25.56212,-100.0206,Parada Técnica,UT_GAS_URBANA,TRAIN,47.1
229,6,CD,Receso,124.8,25.27826,-100.01964,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,95.2
228,6,C,Base,108.0,25.37839,-100.11195,Parada Técnica,UT_CARRETERA_GAS,TRAIN,100.0
227,6,C,Receso,98.4,24.85589,-99.56377,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
226,6,CD,Receso,135.72,24.85948,-99.56629,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,100.0
791,6,C,Hogar,117.45,25.182,-99.8244,Hogar Reunión,UT_DENSIDAD,TRAIN,85.0
224,6,CD,Receso,102.0,25.1895,-99.83821,Parada Técnica,UT_GAS_URBANA,TRAIN,95.2
155,6,CD,Receso,89.0,25.59048,-100.00025,Parada Técnica,UT_DENSIDAD,TRAIN,100.0
153,6,BC,Receso,106.5,25.18819,-99.82875,Barrio Competido,UT_TRAFICO_PEATONAL,TRAIN,95.2
144,6,BC,Receso,121.21,24.88035,-99.58588,Parada Técnica,UT_CARRETERA_GAS,TRAIN,100.0
124,6,BC,Base,122.17,25.46137,-100.17089,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,95.2
123,6,BC,Hogar,126.17,25.50882,-100.19437,Hogar Reunión,UT_CARRETERA_GAS,TRAIN,100.0
114,6,BC,Base,118.6,25.27831,-100.02243,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,100.0
186,6,BC,Base,104.0,25.40545,-100.13366,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
201,6,BC,Receso,126.6,25.18989,-99.82471,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,95.2
197,6,B,Base,117.0,25.27938,-100.02285,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,95.2
195,6,BC,Hogar,101.0,25.57531,-100.00992,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,95.2
194,6,BC,Base,70.22,25.42277,-100.14712,Hogar Reunión,UT_CARRETERA_GAS,TRAIN,90.5
192,6,CD,Base,93.17,25.59289,-100.01045,Clásico,UT_DENSIDAD,TRAIN,100.0
189,6,CD,Base,86.11,25.5929,-99.99295,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0
187,6,BC,Base,98.7,25.59232,-100.0127,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
183,6,CD,Receso,164.0,25.18675,-99.83461,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,95.2
172,6,CD,Receso,122.7,25.19135,-99.81539,Parada Técnica,UT_CARRETERA_GAS,TRAIN,90.0
