TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET
205,6,BC,Receso,108.87,25.42426,-100.15199,Oficinistas,UT_CARRETERA_GAS,TRAIN
232,6,C,Receso,125,25.60058,-99.97002,Parada Técnica,UT_CARRETERA_GAS,TRAIN
793,6,C,Base,109.4,25.1903,-99.8164,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
815,6,C,Receso,114.34,25.56212,-100.0206,Parada Técnica,UT_GAS_URBANA,TRAIN
229,6,CD,Receso,124.8,25.27826,-100.01964,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
228,6,C,Base,108,25.37839,-100.11195,Parada Técnica,UT_CARRETERA_GAS,TRAIN
227,6,C,Receso,98.4,24.85589,-99.56377,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
226,6,CD,Receso,135.72,24.85948,-99.56629,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
791,6,C,Hogar,117.45,25.182,-99.8244,Hogar Reunión,UT_DENSIDAD,TRAIN
224,6,CD,Receso,102,25.1895,-99.83821,Parada Técnica,UT_GAS_URBANA,TRAIN
155,6,CD,Receso,89,25.59048,-100.00025,Parada Técnica,UT_DENSIDAD,TRAIN
153,6,BC,Receso,106.5,25.18819,-99.82875,Barrio Competido,UT_TRAFICO_PEATONAL,TRAIN
144,6,BC,Receso,121.21,24.88035,-99.58588,Parada Técnica,UT_CARRETERA_GAS,TRAIN
124,6,BC,Base,122.17,25.46137,-100.17089,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
123,6,BC,Hogar,126.17,25.50882,-100.19437,Hogar Reunión,UT_CARRETERA_GAS,TRAIN
114,6,BC,Base,118.6,25.27831,-100.02243,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
186,6,BC,Base,104,25.40545,-100.13366,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
201,6,BC,Receso,126.6,25.18989,-99.82471,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
197,6,B,Base,117,25.27938,-100.02285,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
195,6,BC,Hogar,101,25.57531,-100.00992,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN
194,6,BC,Base,70.22,25.42277,-100.14712,Hogar Reunión,UT_CARRETERA_GAS,TRAIN
192,6,CD,Base,93.17,25.59289,-100.01045,Clásico,UT_DENSIDAD,TRAIN
189,6,CD,Base,86.11,25.5929,-99.99295,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
187,6,BC,Base,98.7,25.59232,-100.0127,Hogar Reunión,UT_DENSIDAD,TRAIN
183,6,CD,Receso,164,25.18675,-99.83461,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
172,6,CD,Receso,122.7,25.19135,-99.81539,Parada Técnica,UT_CARRETERA_GAS,TRAIN
